objectid,incident_number,call_type,call_time,race,gender,age,stop_type,stop_outcome,veh_state,count_tickets,count_warnings,search,search_type,contraband,viol_dui,arrest
2506,21BU012323,Traffic,2021/08/05 17:42:00+00,White,Male - M,29.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
2515,21BU004718,Traffic,2021/04/12 08:47:00+00,White,Male - M,50.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
2520,21BU009992,Traffic,2021/07/03 15:35:00+00,White,Male - M,33.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
2525,21BU003420,Traffic,2021/03/19 14:15:00+00,White,Male - M,23.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
2537,21BU004407,Traffic,2021/04/07 12:17:00+00,White,Male - M,38.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2550,21BU005296,Traffic,2021/04/23 08:16:00+00,White,Male - M,37.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2554,21BU020246,Traffic,2021/12/06 07:07:00+00,White,Male - M,58.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2566,21BU018677,Traffic,2021/11/05 09:11:00+00,White,Male - M,61.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2582,21BU011895,Traffic,2021/07/30 23:29:00+00,Black,Male - M,16.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
2585,21BU000866,Traffic,2021/01/22 11:40:00+00,White,Male - M,26.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
2586,21BU014870,Traffic,2021/09/10 14:00:00+00,White,Male - M,21.0,O = Other,5,VT,0,1,0,NS = No search,0,0,none
2596,21BU018547,Traffic,2021/11/03 07:09:00+00,White,Male - M,63.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
2603,21BU018478,Traffic,2021/11/02 07:45:00+00,White,Male - M,40.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2605,21BU003355,Traffic,2021/03/18 10:51:00+00,White,Male - M,54.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2617,21BU004669,Traffic,2021/04/11 08:34:00+00,Black,Male - M,35.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2622,21BU003883,Traffic,2021/03/27 21:43:00+00,White,Male - M,49.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2661,21BU007185,Traffic,2021/05/22 19:08:00+00,White,Male - M,21.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
2665,21BU018556,Traffic,2021/11/03 09:43:00+00,White,Male - M,47.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2681,21BU002048,Traffic,2021/02/18 15:13:00+00,White,Male - M,40.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2707,21BU018783,Traffic,2021/11/06 19:51:00+00,White,Male - M,27.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
2709,21BU020334,Traffic,2021/12/07 15:16:00+00,White,Male - M,41.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2742,21BU003016,Traffic,2021/03/11 06:19:00+00,White,Male - M,54.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2820,21BU009984,Traffic,2021/07/03 13:09:00+00,Black,Male - M,23.0,M = Moving violation,5,VT,0,2,0,NS = No search,0,0,none
2840,21BU002691,Traffic,2021/03/04 10:12:00+00,White,Male - M,57.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
2853,21BU001973,Traffic,2021/02/17 11:20:00+00,White,Male - M,35.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2862,21BU020321,Traffic,2021/12/07 12:54:00+00,White,Male - M,23.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2942,21BU004291,Traffic,2021/04/05 10:10:00+00,White,Male - M,40.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
2943,21BU002029,Traffic,2021/02/18 10:05:00+00,White,Male - M,18.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2948,21BU000920,Traffic,2021/01/23 20:02:00+00,White,Male - M,37.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2978,21BU000768,Traffic,2021/01/20 08:28:00+00,White,Male - M,37.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
2984,21BU006710,Traffic,2021/05/17 10:01:00+00,White,Male - M,68.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2988,21BU004588,Traffic,2021/04/09 21:56:00+00,White,Male - M,24.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3044,21BU002120,Traffic,2021/02/20 09:46:00+00,White,Male - M,27.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3068,21BU004672,Traffic,2021/04/11 08:49:00+00,White,Male - M,54.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
3085,21BU002115,Traffic,2021/02/20 08:19:00+00,White,Male - M,61.0,M = Moving violation,5,NY,0,1,0,NS = No search,0,0,none
3094,21BU003835,Traffic,2021/03/27 08:51:00+00,White,Male - M,28.0,M = Moving violation,5,VT,0,2,0,NS = No search,0,0,none
3137,21BU002059,Traffic,2021/02/18 21:25:00+00,Black,Male - M,47.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3214,21BU006432,Traffic,2021/05/13 11:16:00+00,Black,Male - M,40.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3222,21BU006930,Traffic,2021/05/19 20:47:00+00,Black,Male - M,39.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3234,21BU005011,Traffic,2021/04/17 07:54:00+00,White,Male - M,41.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
3255,21BU017340,Traffic,2021/10/14 20:46:00+00,Black,Male - M,30.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3266,21BU004386,Traffic,2021/04/07 08:16:00+00,White,Male - M,27.0,M = Moving violation,4,VT,1,1,0,NS = No search,0,0,none
3281,21BU001384,Traffic,2021/02/04 08:00:00+00,White,Male - M,60.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3315,21BU012107,Traffic,2021/08/02 19:16:00+00,White,Male - M,27.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
3410,21BU008421,Traffic,2021/06/10 10:36:00+00,White,Male - M,24.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3414,21BU002355,Traffic,2021/02/25 11:00:00+00,White,Male - M,27.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3420,21BU020525,Traffic,2021/12/11 14:55:00+00,White,Male - M,25.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3432,21BU003175,Traffic,2021/03/14 00:38:00+00,White,Male - M,25.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
3495,21BU008830,Traffic,2021/06/15 18:54:00+00,White,Male - M,30.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3496,21BU018494,Traffic,2021/11/02 10:54:00+00,White,Male - M,36.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
3514,21BU020703,Traffic,2021/12/14 12:06:00+00,White,Male - M,31.0,V = Vehicle Equipment,4,VT,1,1,0,NS = No search,0,0,none
3523,21BU001884,Traffic,2021/02/15 07:34:00+00,White,Male - M,24.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3553,21BU001892,Traffic,2021/02/15 09:32:00+00,Black,Male - M,53.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3595,21BU006094,Traffic,2021/05/07 15:05:00+00,White,Male - M,36.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3642,21BU000468,Traffic,2021/01/12 14:46:00+00,White,Male - M,27.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3663,21BU017165,Traffic,2021/10/12 10:52:00+00,White,Male - M,57.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3671,21BU001243,Traffic,2021/01/31 15:53:00+00,White,Male - M,19.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
3682,21BU003840,Traffic,2021/03/27 10:07:00+00,White,Male - M,61.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3706,21BU001970,Traffic,2021/02/17 11:02:00+00,White,Male - M,22.0,M = Moving violation,5,NY,0,1,0,NS = No search,0,0,none
3714,21BU007627,Traffic,2021/05/29 20:35:00+00,Black,Male - M,30.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
3757,21BU003829,Traffic,2021/03/27 07:39:00+00,White,Male - M,28.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3777,21BU018487,Traffic,2021/11/02 10:13:00+00,White,Male - M,36.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3796,21BU002843,Traffic,2021/03/07 09:18:00+00,White,Male - M,39.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
3800,21BU009783,Traffic,2021/06/30 15:44:00+00,White,Male - M,66.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3845,21BU006283,Traffic,2021/05/10 23:25:00+00,Black,Male - M,22.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3929,21BU005300,Traffic,2021/04/23 08:36:00+00,White,Male - M,24.0,M = Moving violation,4,VT,1,1,0,NS = No search,0,0,none
3957,21BU020669,Traffic,2021/12/13 19:01:00+00,White,Male - M,49.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3962,21BU010947,Traffic,2021/07/16 19:32:00+00,White,Male - M,27.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
3989,21BU004567,Traffic,2021/04/09 18:08:00+00,White,Male - M,16.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
4115,21BU012937,Traffic,2021/08/14 10:48:00+00,White,Male - M,79.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
4219,21BU004728,Traffic,2021/04/12 10:47:00+00,White,Male - M,23.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
4222,21BU011261,Traffic,2021/07/22 07:36:00+00,White,Male - M,20.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
4275,21BU003303,Traffic,2021/03/17 12:25:00+00,White,Male - M,18.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
4302,21BU020690,Traffic,2021/12/14 09:05:00+00,White,Male - M,64.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
4381,21BU020697,Traffic,2021/12/14 11:25:00+00,Black,Male - M,46.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
4392,21BU019028,Traffic,2021/11/11 06:11:00+00,White,Male - M,21.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
4609,21BU018552,Traffic,2021/11/03 08:52:00+00,White,Male - M,72.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
4618,21BU002529,Traffic,2021/03/01 11:25:00+00,White,Male - M,35.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
4622,21BU003830,Traffic,2021/03/27 07:51:00+00,White,Male - M,25.0,M = Moving violation,4,VT,1,1,0,NS = No search,0,0,none
4753,21BU009977,Traffic,2021/07/03 12:05:00+00,Black,Male - M,48.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
4881,21BU003884,Traffic,2021/03/27 21:50:00+00,White,Male - M,53.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
4901,21BU000084,Traffic,2021/01/02 21:22:00+00,Asian,Male - M,32.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
5000,21BU001180,Traffic,2021/01/30 04:42:00+00,White,Male - M,22.0,V = Vehicle Equipment,4,VT,1,1,0,NS = No search,0,0,none
5027,21BU002633,Traffic,2021/03/03 09:49:00+00,Black,Male - M,21.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
5279,21BU003874,Traffic,2021/03/27 19:30:00+00,White,Male - M,21.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
5569,21BU002521,Traffic,2021/03/01 09:58:00+00,White,Male - M,48.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
5575,21BU010604,Traffic,2021/07/12 09:44:00+00,White,Male - M,24.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
5645,21BU003833,Traffic,2021/03/27 08:32:00+00,White,Male - M,55.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
5673,21BU005027,Traffic,2021/04/17 10:55:00+00,White,Male - M,70.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
5710,21BU008438,Traffic,2021/06/10 12:39:00+00,White,Male - M,18.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
5783,21BU006047,Traffic,2021/05/06 22:28:00+00,Black,Male - M,26.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
5875,21BU011282,Traffic,2021/07/22 12:03:00+00,White,Male - M,35.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
5920,21BU018374,Traffic,2021/10/30 23:15:00+00,Black,Male - M,44.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
5952,21BU001885,Traffic,2021/02/15 08:01:00+00,Asian,Male - M,39.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
5964,21BU006302,Traffic,2021/05/11 10:14:00+00,White,Male - M,21.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
6277,21BU003608,Traffic,2021/03/23 03:28:00+00,Asian,Male - M,66.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
6631,21BU001172,Traffic,2021/01/30 00:57:00+00,White,Male - M,52.0,O = Other,5,VT,0,1,0,NS = No search,0,0,none
6632,21BU002065,Traffic,2021/02/19 00:48:00+00,White,Male - M,52.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
6707,21BU003839,Traffic,2021/03/27 09:55:00+00,White,Male - M,37.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
6718,21BU006278,Traffic,2021/05/10 21:30:00+00,Black,Male - M,69.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
7086,21BU013009,Traffic,2021/08/15 13:55:00+00,White,Male - M,51.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
7128,21BU011268,Traffic,2021/07/22 09:30:00+00,White,Male - M,47.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
7274,21BU018954,Traffic,2021/11/10 07:41:00+00,White,Male - M,31.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
7859,21BU020693,Traffic,2021/12/14 09:38:00+00,White,Male - M,33.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
8210,21BU004780,Traffic,2021/04/13 08:08:00+00,White,Male - M,57.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
8510,21BU006298,Traffic,2021/05/11 09:23:00+00,White,Male - M,64.0,M = Moving violation,5,VT,0,2,0,NS = No search,0,0,none
8999,21BU003360,Traffic,2021/03/18 11:15:00+00,White,Male - M,76.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
9534,21BU012196,Traffic,2021/08/03 21:21:00+00,White,Male - M,23.0,M = Moving violation,5,VT,0,2,0,NS = No search,0,0,none
9849,21BU001138,Traffic,2021/01/29 09:59:00+00,White,Male - M,54.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
10243,21BU001902,Traffic,2021/02/15 12:41:00+00,White,Male - M,59.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
10403,21BU002345,Traffic,2021/02/25 08:54:00+00,White,Male - M,44.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
10442,21BU004565,Traffic,2021/04/09 17:57:00+00,White,Male - M,30.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
10577,21BU003011,Traffic,2021/03/11 01:26:00+00,White,Male - M,24.0,V = Vehicle Equipment,4,VT,1,0,0,NS = No search,0,0,none
10984,21BU005022,Traffic,2021/04/17 09:52:00+00,White,Male - M,35.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
11012,21BU004715,Traffic,2021/04/12 08:18:00+00,White,Male - M,48.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
11166,21BU006317,Traffic,2021/05/11 13:20:00+00,White,Male - M,49.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
11486,21BU011279,Traffic,2021/07/22 11:40:00+00,Black,Male - M,51.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
12446,21BU001709,Traffic,2021/02/10 10:38:00+00,White,Male - M,27.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
12681,21BU006753,Traffic,2021/05/17 19:51:00+00,White,Male - M,34.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
12857,21BU005440,Traffic,2021/04/25 20:46:00+00,White,Male - M,38.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
13187,21BU003067,DLS,2021/03/11 23:49:00+00,White,Male - M,30.0,M = Moving violation,3,VT,0,0,0,NS = No search,0,0,none
13566,21BU002523,Traffic,2021/03/01 10:23:00+00,White,Male - M,23.0,M = Moving violation,4,VT,1,1,0,NS = No search,0,0,none
13783,21BU012116,Traffic,2021/08/02 20:56:00+00,White,Male - M,18.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
14037,21BU005622,Traffic,2021/04/29 01:23:00+00,White,Male - M,85.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
